71.7354;250;250
71.8213;250;250
71.8385;250;250
71.7354;250;250
71.7354;250;250
71.8385;250;250
71.8213;250;250
71.8213;250;250
71.8213;250;250
71.8213;250;250
71.8213;250;250
71.4777;250;250
71.9931;250;250
71.9072;250;249
71.9072;250;249
72.079;250;249
71.9931;250;249
72.079;250;249
72.079;250;249
72.079;250;249
72.079;250;249
71.7354;250;249
71.7354;250;249
72.2509;249;249
72.1649;249;248
72.2509;249;248
72.3368;249;248
72.4227;249;248
72.3368;249;248
72.3368;249;248
72.4227;249;248
72.5258;249;248
72.5086;249;248
66.6667;249;247
72.5086;249;247
72.5945;249;247
72.7663;248;247
72.7663;248;247
72.7663;248;247
72.8522;248;247
72.8522;248;247
72.9381;248;247
72.9381;248;247
72.9381;248;246
73.11;248;246
73.11;248;246
73.1959;248;246
73.2818;247;246
73.2818;247;246
73.3677;247;246
73.3677;247;246
73.4536;247;246
73.4536;247;245
73.5395;247;245
60.1375;247;245
73.6082;247;245
73.7113;247;245
73.3677;246;245
73.7973;246;245
73.9003;246;245
57.3196;246;245
74.055;246;245
74.1409;246;245
74.055;246;244
74.2268;246;244
73.4536;246;244
59.0206;245;244
57.2165;245;244
61.6838;245;244
61.0825;245;244
73.7113;245;244
74.2268;245;244
75.3436;245;244
58.4192;245;243
59.2784;244;243
74.055;244;243
75;244;243
57.0447;244;243
57.3024;244;243
58.1615;244;243
58.5911;244;243
56.701;244;242
70.4467;244;242
57.0619;243;242
56.8557;243;242
57.9897;243;242
57.457;243;242
53.866;243;242
74.7423;243;242
56.8729;243;242
57.3024;243;241
57.732;243;241
56.7869;242;241
51.2887;242;241
56.701;242;241
56.701;242;241
57.732;242;241
58.677;242;241
58.4192;242;241
54.0378;242;240
53.5223;241;240
56.7869;241;240
54.8969;241;240
59.4502;241;240
56.6151;241;240
56.6151;241;240
56.9588;241;240
57.9038;241;239
50.3436;241;239
53.4364;240;239
53.7801;240;239
50.5155;240;239
50.0859;240;239
49.4674;240;239
59.5189;240;239
43.1443;240;239
43.0412;240;238
42.5945;240;238
48.7285;240;238
